"No.","Time","Source","Destination","Protocol","Length","Time to Live","Source Port","Destination Port","Info"
"316","12.226025","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"317","12.226104","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"318","12.226109","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"319","12.226153","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=24768 Win=130816 Len=0"
"320","12.226243","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"321","12.226249","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"322","12.226328","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"323","12.226333","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"324","12.226424","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=24980 Win=130560 Len=0"
"325","12.226486","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"326","12.226492","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"327","12.226571","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"328","12.226576","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"329","12.226670","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=25192 Win=130304 Len=0"
"330","12.226732","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"331","12.226738","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"332","12.226818","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"333","12.226823","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"334","12.226917","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=25404 Win=130304 Len=0"
"335","12.226978","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"336","12.226984","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"337","12.227064","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"338","12.227069","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"339","12.227158","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=25616 Win=130048 Len=0"
"340","12.227313","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"341","12.227319","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"342","12.227398","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"343","12.227403","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"344","12.227500","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=25828 Win=131328 Len=0"
"345","12.227561","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"346","12.227568","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"347","12.227686","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"348","12.227691","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"349","12.227790","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=26040 Win=131072 Len=0"
"350","12.227850","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"351","12.227857","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"352","12.227936","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"353","12.227941","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"354","12.228081","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=26252 Win=130816 Len=0"
"355","12.228157","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"356","12.228163","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"357","12.228244","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"358","12.228249","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"359","12.228345","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=26464 Win=130560 Len=0"
"360","12.228409","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"361","12.228415","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"362","12.228494","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"363","12.228500","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"364","12.228597","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=26676 Win=130304 Len=0"
"365","12.228658","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"366","12.228664","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"367","12.228744","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"368","12.228749","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"369","12.228844","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=26888 Win=130304 Len=0"
"370","12.228905","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"371","12.228911","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"372","12.228990","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"373","12.228995","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"374","12.229108","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=27100 Win=130048 Len=0"
"375","12.229173","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"376","12.229179","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"377","12.229258","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"378","12.229263","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"379","12.229360","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=27312 Win=131328 Len=0"
"380","12.229420","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"381","12.229427","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"382","12.229506","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"383","12.229511","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"384","12.229603","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=27524 Win=131072 Len=0"
"385","12.229663","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"386","12.229670","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"387","12.229749","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"388","12.229754","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"389","12.229845","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=27736 Win=130816 Len=0"
"390","12.229906","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"391","12.229912","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"392","12.229991","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"393","12.229996","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"394","12.230087","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=27948 Win=130560 Len=0"
"395","12.230166","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"396","12.230172","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"397","12.230252","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"398","12.230257","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"399","12.230349","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=28160 Win=130304 Len=0"
"400","12.230414","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"401","12.230420","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"402","12.230500","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"403","12.230505","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"404","12.230599","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=28372 Win=130304 Len=0"
"405","12.230660","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"406","12.230666","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"407","12.230747","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"408","12.230751","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"409","12.230845","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=28584 Win=130048 Len=0"
"410","12.230908","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"411","12.230914","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"412","12.230992","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"413","12.230997","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"414","12.231092","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=28796 Win=131328 Len=0"
"415","12.231166","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"416","12.231172","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"417","12.231252","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"418","12.231257","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"419","12.231350","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=29008 Win=131072 Len=0"
"420","12.231423","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"421","12.231429","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"422","12.231509","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"423","12.231514","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"424","12.231609","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=29220 Win=130816 Len=0"
"425","12.231669","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"426","12.231676","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"427","12.231755","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"428","12.231760","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"429","12.231870","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=29432 Win=130560 Len=0"
"430","12.231932","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"431","12.231938","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"432","12.232141","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=29538 Win=130560 Len=0"
"433","12.234132","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
