"No.","Time","Source","Destination","Protocol","Length","Time to Live","Source Port","Destination Port","Info"
"54","12.028049","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=1431 Ack=1425 Win=129792 Len=0"
"55","12.047896","192.168.88.1","192.168.88.128","RDP","427","128","33611","3389","ClientInfo"
"56","12.049394","192.168.88.128","192.168.88.1","RDP","123","128","3389","33611","Error Alert"
"57","12.074464","192.168.88.128","192.168.88.1","RDP","523","128","3389","33611","Demand Active PDU"
"58","12.075288","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=1804 Ack=1963 Win=131328 Len=0"
"59","12.079593","192.168.88.1","192.168.88.128","RDP","699","128","33611","3389","Confirm Active PDU"
"60","12.079632","192.168.88.1","192.168.88.128","RDP","123","128","33611","3389","RDP PDU Type: Synchronize"
"61","12.079653","192.168.88.1","192.168.88.128","RDP","123","128","33611","3389","RDP PDU Type: Control, Action: Cooperate"
"62","12.079668","192.168.88.1","192.168.88.128","RDP","123","128","33611","3389","RDP PDU Type: Control, Action: Request control"
"63","12.079862","192.168.88.128","192.168.88.1","TCP","54","128","3389","33611","3389  >  33611 [ACK] Seq=1963 Ack=2656 Win=64768 Len=0"
"64","12.079957","192.168.88.128","192.168.88.1","RDP","123","128","3389","33611","RDP PDU Type: Synchronize"
"65","12.080009","192.168.88.128","192.168.88.1","RDP","123","128","3389","33611","RDP PDU Type: Control, Action: Cooperate"
"66","12.080049","192.168.88.128","192.168.88.1","RDP","123","128","3389","33611","RDP PDU Type: Control, Action: Granted control"
"67","12.080135","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2656 Ack=2170 Win=131072 Len=0"
"68","12.080310","192.168.88.1","192.168.88.128","RDP","139","128","33611","3389","RDP PDU Type: BitmapCache Persistent List"
"69","12.080344","192.168.88.1","192.168.88.128","RDP","123","128","33611","3389","RDP PDU Type: FontList"
"70","12.080400","192.168.88.128","192.168.88.1","TCP","54","128","3389","33611","3389  >  33611 [ACK] Seq=2170 Ack=2810 Win=64512 Len=0"
"71","12.080452","192.168.88.128","192.168.88.1","RDP","123","128","3389","33611","RDP PDU Type: FontMap"
"72","12.095435","192.168.88.1","192.168.88.128","TPKT","91","128","33611","3389","Continuation"
"73","12.095528","192.168.88.1","192.168.88.128","TPKT","123","128","33611","3389","Continuation"
"74","12.095662","192.168.88.128","192.168.88.1","TCP","54","128","3389","33611","3389  >  33611 [ACK] Seq=2239 Ack=2916 Win=64512 Len=0"
"75","12.120561","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=2239 Ack=2916 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"76","12.120576","192.168.88.128","192.168.88.1","TPKT","631","128","3389","33611","Continuation"
"77","12.120691","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2916 Ack=4276 Win=131328 Len=0"
"78","12.120796","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"79","12.121156","192.168.88.128","192.168.88.1","TPKT","91","128","3389","33611","Continuation"
"80","12.121199","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2916 Ack=4366 Win=131072 Len=0"
"81","12.124756","192.168.88.1","192.168.88.128","TPKT","107","128","33611","3389","Continuation"
"82","12.144391","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=4366 Ack=2969 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"83","12.144405","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=5826 Ack=2969 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"84","12.144411","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=7286 Ack=2969 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"85","12.144418","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=8746 Ack=2969 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"86","12.144533","192.168.88.128","192.168.88.1","TPKT","1131","128","3389","33611","Continuation"
"87","12.145228","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=11283 Win=131328 Len=0"
"88","12.151538","192.168.88.128","192.168.88.1","TPKT","155","128","3389","33611","Continuation"
"89","12.152209","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=11384 Win=131072 Len=0"
"90","12.156628","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=11384 Ack=2969 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"91","12.156641","192.168.88.128","192.168.88.1","TPKT","391","128","3389","33611","Continuation"
"92","12.157110","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=13181 Win=131328 Len=0"
"93","12.169375","192.168.88.128","192.168.88.1","TPKT","507","128","3389","33611","Continuation"
"94","12.200994","192.168.88.128","192.168.88.1","TPKT","91","128","3389","33611","Continuation"
"95","12.201155","192.168.88.128","192.168.88.1","TCP","1514","128","3389","33611","3389  >  33611 [ACK] Seq=13671 Ack=2969 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"96","12.201162","192.168.88.128","192.168.88.1","TPKT","119","128","3389","33611","Continuation"
"97","12.202949","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=15196 Win=131328 Len=0"
"98","12.207726","192.168.88.128","192.168.88.1","TPKT","91","128","3389","33611","Continuation"
"99","12.207885","192.168.88.128","192.168.88.1","TPKT","139","128","3389","33611","Continuation"
"100","12.207922","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=15318 Win=131072 Len=0"
"101","12.207978","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"102","12.208050","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"103","12.208105","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"104","12.208547","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"105","12.208611","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"106","12.210877","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=15583 Win=130816 Len=0"
"107","12.211299","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"108","12.211369","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"109","12.211426","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"110","12.211483","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"111","12.211737","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"112","12.214173","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=15848 Win=130560 Len=0"
"113","12.214251","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"114","12.214315","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"115","12.214372","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"116","12.214427","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"117","12.214482","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"118","12.214553","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=16113 Win=130304 Len=0"
"119","12.214624","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"120","12.214689","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"121","12.214746","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"122","12.214802","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"123","12.214857","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"124","12.214932","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=16378 Win=130048 Len=0"
"125","12.214995","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"126","12.215055","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"127","12.215110","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"128","12.215156","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=16537 Win=130048 Len=0"
"129","12.215220","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"130","12.215277","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"131","12.215333","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"132","12.215388","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"133","12.215442","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"134","12.215510","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=16802 Win=131328 Len=0"
"135","12.215572","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"136","12.215630","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"137","12.215686","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"138","12.215741","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"139","12.215795","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"140","12.215862","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=17067 Win=131072 Len=0"
"141","12.215924","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"142","12.215982","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"143","12.216037","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"144","12.216118","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"145","12.216160","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=17279 Win=130816 Len=0"
"146","12.216228","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"147","12.216285","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"148","12.216340","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"149","12.216394","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"150","12.216449","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"151","12.216514","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=17544 Win=130560 Len=0"
"152","12.216573","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"153","12.216632","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"154","12.216686","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"155","12.216741","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"156","12.216795","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"157","12.216864","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=17809 Win=130304 Len=0"
"158","12.216930","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"159","12.216989","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"160","12.217044","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"161","12.217098","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"162","12.217162","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=18021 Win=130048 Len=0"
"163","12.217228","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"164","12.217288","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"165","12.217344","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"166","12.217400","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"167","12.217455","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"168","12.217523","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=18286 Win=131328 Len=0"
"169","12.217584","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"170","12.217643","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"171","12.217719","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"172","12.217776","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"173","12.217830","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"174","12.217898","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=18551 Win=131072 Len=0"
"175","12.217957","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"176","12.218016","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"177","12.218071","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"178","12.218127","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"179","12.218162","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=18763 Win=130816 Len=0"
"180","12.218235","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"181","12.218291","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"182","12.218346","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"183","12.218400","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"184","12.218455","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"185","12.218522","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=19028 Win=130560 Len=0"
"186","12.218583","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"187","12.218642","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"188","12.218697","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"189","12.218752","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"190","12.218806","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"191","12.218872","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=19293 Win=130304 Len=0"
"192","12.218937","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"193","12.218995","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"194","12.219050","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"195","12.219104","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"196","12.219173","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=19505 Win=130048 Len=0"
"197","12.219308","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"198","12.219389","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"199","12.219450","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"200","12.219506","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"201","12.219561","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"202","12.219640","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=19770 Win=131328 Len=0"
"203","12.219704","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"204","12.219763","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"205","12.219819","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"206","12.219874","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"207","12.219928","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"208","12.220000","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=20035 Win=131072 Len=0"
"209","12.220068","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"210","12.220126","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"211","12.220146","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=20141 Win=130816 Len=0"
"212","12.220219","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"213","12.220275","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"214","12.220330","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"215","12.220384","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"216","12.220439","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"217","12.220506","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=20406 Win=130560 Len=0"
"218","12.220571","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"219","12.220630","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"220","12.220685","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"221","12.220740","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"222","12.220794","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"223","12.220863","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=20671 Win=130304 Len=0"
"224","12.220924","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"225","12.220982","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"226","12.221037","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"227","12.221117","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"228","12.221122","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"229","12.221165","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=20936 Win=130048 Len=0"
"230","12.221256","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"231","12.221261","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"232","12.221339","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"233","12.221344","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"234","12.221438","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=21148 Win=129792 Len=0"
"235","12.221499","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"236","12.221505","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"237","12.221585","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"238","12.221590","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"239","12.221685","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=21360 Win=131328 Len=0"
"240","12.221745","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"241","12.221751","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"242","12.221831","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"243","12.221836","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"244","12.221932","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=21572 Win=131072 Len=0"
"245","12.221993","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"246","12.221999","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"247","12.222079","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"248","12.222084","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"249","12.222163","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=21784 Win=130816 Len=0"
"250","12.222230","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"251","12.222235","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"252","12.222313","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"253","12.222318","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"254","12.222410","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=21996 Win=130560 Len=0"
"255","12.222471","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"256","12.222477","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"257","12.222556","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"258","12.222561","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"259","12.222655","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=22208 Win=130304 Len=0"
"260","12.222717","192.168.88.128","192.168.88.1","TPKT","123","128","3389","33611","Continuation"
"261","12.222724","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"262","12.222804","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"263","12.222809","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"264","12.222901","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=22436 Win=130304 Len=0"
"265","12.222970","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"266","12.222976","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"267","12.223056","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"268","12.223061","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"269","12.223158","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=22648 Win=130048 Len=0"
"270","12.223216","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"271","12.223221","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"272","12.223299","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"273","12.223303","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"274","12.223396","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=22860 Win=131328 Len=0"
"275","12.223458","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"276","12.223465","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"277","12.223791","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"278","12.223797","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"279","12.224153","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=23072 Win=131072 Len=0"
"280","12.224225","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"281","12.224232","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"282","12.224318","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"283","12.224324","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"284","12.224434","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=23284 Win=130816 Len=0"
"285","12.224507","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"286","12.224514","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"287","12.224597","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"288","12.224602","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"289","12.224704","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=23496 Win=130560 Len=0"
"290","12.224774","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"291","12.224781","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"292","12.224865","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"293","12.224870","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"294","12.224972","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=23708 Win=130304 Len=0"
"295","12.225035","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"296","12.225041","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"297","12.225123","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"298","12.225145","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=23867 Win=130304 Len=0"
"299","12.225157","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"300","12.225280","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"301","12.225285","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"302","12.225364","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"303","12.225370","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"304","12.225444","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=24132 Win=130048 Len=0"
"305","12.225530","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"306","12.225536","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"307","12.225616","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"308","12.225621","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"309","12.225714","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=24344 Win=131328 Len=0"
"310","12.225775","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"311","12.225781","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"312","12.225861","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"313","12.225866","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
"314","12.225957","192.168.88.1","192.168.88.128","TCP","54","128","33611","3389","33611  >  3389 [ACK] Seq=2969 Ack=24556 Win=131072 Len=0"
"315","12.226019","192.168.88.128","192.168.88.1","TPKT","107","128","3389","33611","Continuation"
